ticket_id,channel,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20251022-00832,Retail Shop,Meru,Meru Town,Consumer,Prepaid,Home Internet,Home Internet,Router/ONT issue,Complaint,SHENG,"Hi KifaruTel, Router/ONT issue on my Home Internet. Location: Meru Town, Meru. kuja bana ??",Negative,-0.808,Medium,Resolved,10,26.69,Tech-Fiber,AG-95322,Applied service credit after downtime,1,,Medium
KECS-20240604-00833,SMS/USSD,Nakuru,Naivasha,Consumer,Prepaid,Home Internet,Home Internet,Relocation request,Request Refund/Reversal,EN,"Naomba reversal/refund. Home Internet: Relocation request. Amount KES 1000. Location: Naivasha, Nakuru.",Negative,-0.396,Medium,Resolved,50,10.90,Tech-Fiber,AG-96569,Applied service credit after downtime,1,-46,Medium
KECS-20250508-00834,Web Portal,West Pokot,Town,Consumer,Pocket WiFi,Device Financing,Device Financing,Upgrade eligibility,Complaint,EN,"Hi KifaruTel, Upgrade eligibility on my Device Financing.",Neutral,0.034,Low,Resolved,12,5.15,Billing,AG-45026,Explained charges and plan details,5,,Low
KECS-20241123-00835,Twitter/X,Kisii,Stage,Consumer,Postpaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Need clarification about Mobile Money: Transaction failed / delayed. Transaction ref: M634036.,Negative,-0.504,Medium,Resolved,12,4.40,MobileMoney,AG-01877,Advised PIN reset,2,,Medium
KECS-20250607-00836,WhatsApp,Kiambu,Ruiru,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Negative,-0.697,Low,Pending,16,7.62,Billing,AG-87884,Escalated to content partner,,,Medium
KECS-20240426-00837,Web Portal,Kwale,Stage,Consumer,Home 4G Router,SIM & Registration,SIM & Registration,Number portability,Complaint,EN,"Hi KifaruTel, Number portability on my SIM & Registration. My number: 8986** (masked). ??",Negative,-0.537,Low,Resolved,70,13.08,Care-General,AG-94592,Verified KYC documents; updated profile,2,,Medium
KECS-20250817-00838,Mobile App Chat,Nyamira,Home,Consumer,Prepaid,Home Internet,Home Internet,Slow speeds,Inquiry,EN,"Nahitaji kujua about Home Internet: Slow speeds. Location: Home, Nyamira.",Negative,-0.690,Medium,Resolved,9,30.77,Tech-Fiber,AG-42866,Remote line test; reset ONT/router,2,-34,Medium
KECS-20240501-00839,Twitter/X,Kakamega,Mumias,SME,Postpaid,Home Internet,Home Internet,Router/ONT issue,Complaint,SW,"Hi KifaruTel, Router/ONT issue on my Home Internet. Location: Mumias, Kakamega. mko wapi ??",Negative,-0.639,Medium,Resolved,16,5.15,Tech-Fiber,AG-25123,Advised plan upgrade/relocation process,3,,Medium
KECS-20250704-00840,Twitter/X,Machakos,Athi River,Consumer,Prepaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Inquiry,SHENG,Nauliza tu about Voice & SMS: SMS delayed / not delivered. My number: 0746** (masked). kuja bana,Neutral,0.035,Medium,Resolved,29,9.27,Tech-Network,AG-47217,Logged complaint for follow-up,5,-26,Low
KECS-20240905-00841,Facebook,Kakamega,Kakamega Town,Consumer,Postpaid,Mobile Money,Mobile Money,PIN reset / locked account,Inquiry,SHENG,Kindly advise about Mobile Money: PIN reset / locked account. Transaction ref: M861289. kuja bana,Neutral,0.478,Low,Resolved,7,10.02,MobileMoney,AG-14993,Advised PIN reset,4,,Low
KECS-20250521-00842,WhatsApp,Uasin Gishu,Moiben,SME,Home Fiber,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,SHENG,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M980044. msee ??",Negative,-0.825,Medium,Pending,15,49.46,MobileMoney,AG-73965,Escalated to payments team,,,Low
KECS-20250418-00843,Email,Kwale,Stage,Consumer,Prepaid,Account/App,Account/App,Self-service menu confusion,Complaint,SW,"Hi KifaruTel, Self-service menu confusion on my Account/App. My number: 6893** (masked). kwani mbona",Negative,-1.000,Low,Pending,30,1.94,Care-General,AG-84157,Reset account credentials,,,Medium
KECS-20240908-00844,SMS/USSD,Homa Bay,Home,Consumer,Home Fiber,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,SHENG,Need clarification about Mobile Money: Transaction failed / delayed. Transaction ref: M474147. si poa,Negative,-0.862,Medium,Resolved,58,8.96,MobileMoney,AG-35964,Escalated to payments team,1,-41,Medium
KECS-20240902-00845,WhatsApp,Nakuru,Molo,Consumer,Home Fiber,Data Bundles,Data Bundles,Bundle not activated,Complaint,EN,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: Daily 200MB (KES 20).",Neutral,0.567,Medium,Resolved,4,6.45,Tech-Network,AG-74476,Ran network diagnostics; suggested 4G/5G settings,5,70,Low
KECS-20240501-00846,Email,Kwale,Home,SME,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,EN,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M676103.",Negative,-0.673,High,Resolved,10,106.39,MobileMoney,AG-21940,Checked transaction status; advised retry,4,-15,Low
KECS-20250416-00847,SMS/USSD,Machakos,Mlolongo,Consumer,Postpaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: YouTube Pack (KES 50).",Negative,-0.829,Medium,Escalated,21,26.48,Tech-Network,AG-57131,Ran network diagnostics; suggested 4G/5G settings,,,Medium
KECS-20250129-00848,Call Center,Kakamega,Mumias,Consumer,Home Fiber,SIM & Registration,SIM & Registration,PUK / SIM locked,Complaint,SW,"Hi KifaruTel, PUK / SIM locked on my SIM & Registration. My number: 7983** (masked). imekataa",Negative,-0.577,Medium,Escalated,29,54.82,Care-General,AG-59054,Guided SIM replacement process,,,Medium
KECS-20240630-00849,Call Center,Vihiga,Town,Consumer,Home Fiber,Data Bundles,Data Bundles,Data depleted too fast,Request Refund/Reversal,SHENG,Naomba reversal/refund. Data Bundles: Data depleted too fast. Amount KES 1000. Bundle: Monthly 10GB (KES 1000). saa hii,Neutral,-0.219,Medium,Resolved,27,16.76,Tech-Network,AG-09628,Logged coverage complaint for optimization,4,56,Low
KECS-20250513-00850,Retail Shop,Tharaka-Nithi,Home,SME,Prepaid,Voice & SMS,Voice & SMS,Unwanted promo SMS,Suggestion,SW,Suggestion: improve Voice & SMS experience. Unwanted promo SMS. My number: 4507** (masked). imekataa,Neutral,-0.228,Low,Resolved,21,5.09,Tech-Network,AG-01079,Provided troubleshooting steps,2,17,Low
KECS-20240905-00851,Call Center,Nyeri,Home,Consumer,Home Fiber,Data Bundles,Data Bundles,Bundle not activated,Request Refund/Reversal,SW,Naomba reversal/refund. Data Bundles: Bundle not activated. Amount KES 100. Bundle: Social Bundle (KES 100). mko wapi,Negative,-0.097,Medium,Pending,4,19.74,Tech-Network,AG-80536,Logged coverage complaint for optimization,,,Medium
KECS-20241028-00852,SMS/USSD,Nyeri,Town,SME,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Complaint,SW,"Hi KifaruTel, Content service charges on my VAS/Subscriptions. mko wapi ...",Negative,-0.509,Low,Resolved,23,6.83,Billing,AG-30639,Stopped subscription; refunded charges,1,-28,Low
KECS-20250314-00853,WhatsApp,Murang'a,Stage,Consumer,Home Fiber,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Inquiry,EN,Need clarification about Data Bundles: Coverage/4G/5G unavailable. Bundle: Social Bundle (KES 100).,Negative,-0.816,Low,Resolved,3,17.05,Tech-Network,AG-89881,Ran network diagnostics; suggested 4G/5G settings,3,-33,Low
KECS-20250326-00854,Call Center,Uasin Gishu,Eldoret,Consumer,Prepaid,SIM & Registration,SIM & Registration,KYC/ID verification issue,Complaint,SW,"Hi KifaruTel, KYC/ID verification issue on my SIM & Registration. My number: 0475** (masked). tafadhali ??",Negative,-0.600,High,Resolved,23,28.70,Care-General,AG-22706,Guided PUK unlock,3,,Medium
KECS-20240909-00855,Email,Makueni,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,SHENG,Need clarification about Data Bundles: Data depleted too fast. Bundle: Night 2GB (KES 100). mbona sasa,Negative,-0.715,Medium,Resolved,48,16.85,Tech-Network,AG-66390,Ran network diagnostics; suggested 4G/5G settings,2,,Low
KECS-20250121-00856,Retail Shop,Nyamira,Town,SME,Pocket WiFi,Account/App,Account/App,Self-service menu confusion,Complaint,EN,"Hi KifaruTel, Self-service menu confusion on my Account/App. My number: 1281** (masked). ??",Negative,-0.929,High,Resolved,26,13.70,Care-General,AG-25731,Escalated to technical team,2,-59,Medium
KECS-20250831-00857,WhatsApp,Kakamega,Kakamega Town,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Report Fraud,SHENG,Please help! Fraud/scam on my line. Data Bundles: Slow internet / buffering. Amount KES 20. Bundle: Daily 200MB (KES 20). si poa,Neutral,-0.217,Low,Pending,43,28.15,Tech-Network,AG-47165,Refreshed data balance; advised restart phone,,,Low
KECS-20240204-00858,Call Center,Meru,Nkubu,Consumer,Prepaid,Roaming & International,Roaming & International,OTP not received abroad,Complaint,EN,"Hi KifaruTel, OTP not received abroad on my Roaming & International. My number: 7607** (masked).",Negative,-0.228,Medium,Resolved,5,14.15,Care-General,AG-26135,Escalated to technical team,1,-56,Medium
KECS-20240920-00859,Call Center,Uasin Gishu,Moiben,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Complaint,SW,"Hi KifaruTel, Stop SMS/USSD subscription on my VAS/Subscriptions. kwani mbona ??...",Negative,-0.852,Low,Resolved,25,5.60,Billing,AG-93781,Stopped subscription; educated on opt-in,3,,Medium
KECS-20250512-00860,Facebook,Busia,Market,Enterprise,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Market, Busia.",Neutral,0.201,Medium,Pending,88,7.17,Tech-Fiber,AG-66849,Applied service credit after downtime,,,Low
KECS-20240202-00861,Mobile App Chat,Nyeri,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Billing for data,Report Fraud,EN,Please help! Fraud/scam on my line. Data Bundles: Billing for data. Amount KES 50. Bundle: Daily 1GB (KES 50).,Negative,-0.373,Medium,Resolved,24,6.81,Tech-Network,AG-62801,Credited bundle; explained validity,3,,Medium
KECS-20240110-00862,SMS/USSD,Samburu,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,SW,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: Weekly 5GB (KES 200). sasa hivi",Negative,-0.576,Low,Escalated,19,9.13,Tech-Network,AG-51826,Logged coverage complaint for optimization,,,Low
KECS-20250314-00863,Web Portal,Kakamega,Mumias,Consumer,Pocket WiFi,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,EN,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 2140** (masked).",Neutral,-0.130,Low,Resolved,75,7.39,Tech-Network,AG-71439,Explained charges and plan details,4,-23,Low
KECS-20240513-00864,Call Center,Kiambu,Thika,Consumer,Home 4G Router,Device Financing,Device Financing,Installment payment issue,Inquiry,EN,Nahitaji kujua about Device Financing: Installment payment issue.,Neutral,-0.145,High,Resolved,23,9.54,Billing,AG-01493,Logged complaint for follow-up,3,6,Low
KECS-20241106-00865,WhatsApp,Kilifi,Market,Consumer,Prepaid,Account/App,Account/App,Airtime top-up failure,Inquiry,SHENG,Kindly advise about Account/App: Airtime top-up failure. My number: 5007** (masked). si fair,Negative,-0.625,Low,Resolved,10,9.75,Care-General,AG-72113,Provided troubleshooting steps,3,,Medium
KECS-20251021-00866,Mobile App Chat,Kiambu,Thika,SME,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Praise,EN,"Service iko sawa KifaruTel customer care. Home Internet issue ilirekebishwa. Location: Thika, Kiambu. ??",Positive,0.782,Low,Resolved,6,6.06,Tech-Fiber,AG-82310,Scheduled technician visit,5,77,Low
KECS-20250911-00867,Email,Embu,Market,SME,eSIM,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: TikTok Pack (KES 50). ??",Neutral,-0.293,Low,Resolved,27,1.85,Tech-Network,AG-86710,Ran network diagnostics; suggested 4G/5G settings,4,71,Low
KECS-20240409-00868,Facebook,Bomet,Home,Consumer,Postpaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SHENG,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Social Bundle (KES 100). msee",Neutral,-0.187,Medium,Resolved,13,22.98,Tech-Network,AG-68317,Ran network diagnostics; suggested 4G/5G settings,2,,Low
KECS-20250321-00869,Mobile App Chat,Nairobi,Embakasi,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. !!!",Neutral,-0.108,Medium,Pending,17,12.95,Billing,AG-76170,Stopped subscription; educated on opt-in,,,Low
KECS-20240110-00870,Call Center,Bungoma,Stage,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Request Refund/Reversal,SW,Naomba reversal/refund. Data Bundles: Bundle not activated. Amount KES 100. Bundle: Social Bundle (KES 100). imekataa,Neutral,-0.009,Low,Pending,19,14.89,Tech-Network,AG-24114,Advised app update and cache clear,,,Low
KECS-20250206-00871,Email,Taita Taveta,Stage,Consumer,Postpaid,Home Internet,Home Internet,Fiber down / no internet,Report Fraud,EN,"Please help! Fraud/scam on my line. Home Internet: Fiber down / no internet. Amount KES 500. Location: Stage, Taita Taveta.",Negative,-0.591,High,Resolved,18,31.79,Tech-Fiber,AG-31649,Scheduled technician visit,2,,Medium
KECS-20250803-00872,WhatsApp,Nairobi,Roysambu,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,SW,How do I about Mobile Money: Transaction failed / delayed. Transaction ref: M421327. kwani mbona,Negative,-0.549,High,Escalated,9,47.50,MobileMoney,AG-97369,Checked transaction status; advised retry,,,High
KECS-20250320-00873,Facebook,Mombasa,Nyali,Consumer,Prepaid,Voice & SMS,Voice & SMS,Can't make/receive calls,Inquiry,EN,Kindly advise about Voice & SMS: Can't make/receive calls. My number: 1847** (masked).,Negative,-0.868,High,Resolved,21,13.91,Tech-Network,AG-39924,Explained charges and plan details,1,-27,Low
KECS-20251113-00874,SMS/USSD,Murang'a,Market,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M460745.",Negative,-0.603,Low,Resolved,35,5.46,MobileMoney,AG-14134,Checked transaction status; advised retry,3,,Medium
KECS-20241219-00875,Call Center,Trans Nzoia,Stage,Consumer,Prepaid,Roaming & International,Roaming & International,Unexpected roaming charges,Complaint,EN,"Hi KifaruTel, Unexpected roaming charges on my Roaming & International. My number: 8779** (masked).",Negative,-0.529,Low,Pending,15,6.22,Care-General,AG-73795,Reset account credentials,,,Low
KECS-20251105-00876,Call Center,Elgeyo-Marakwet,Stage,SME,Home Fiber,Roaming & International,Roaming & International,OTP not received abroad,Request Refund/Reversal,EN,Naomba reversal/refund. Roaming & International: OTP not received abroad. Amount KES 50. My number: 0873** (masked).,Neutral,0.087,Medium,Resolved,15,13.53,Care-General,AG-94391,Provided troubleshooting steps,2,11,Low
KECS-20241212-00877,Call Center,Nairobi,Westlands,Consumer,Prepaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,SW,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 7473** (masked). mko wapi ??",Negative,-0.163,Medium,Resolved,9,8.09,Tech-Network,AG-62455,Explained charges and plan details,3,-26,Medium
KECS-20250918-00878,Mobile App Chat,Migori,Stage,Consumer,Prepaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,SW,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 6415** (masked). imekwama ??",Negative,-0.388,Low,Resolved,5,12.33,Tech-Network,AG-70633,Reset account credentials,3,-39,Medium
KECS-20250112-00879,SMS/USSD,Siaya,Town,Consumer,Home Fiber,Home Internet,Home Internet,Billing / plan upgrade,Request Refund/Reversal,SHENG,"Naomba reversal/refund. Home Internet: Billing / plan upgrade. Amount KES 200. Location: Town, Siaya. saa hii ...",Neutral,0.135,Low,Pending,41,20.41,Tech-Fiber,AG-74246,Raised outage incident; provided ETA,,,Low
KECS-20250427-00880,WhatsApp,Nyeri,Town,SME,Prepaid,Account/App,Account/App,Password reset,Report Fraud,EN,Please help! Fraud/scam on my line. Account/App: Password reset. Amount KES 2000. My number: 4565** (masked).,Negative,-0.901,High,Resolved,19,23.45,Care-General,AG-81744,Escalated to technical team,2,,Medium
KECS-20251117-00881,Call Center,Kericho,Stage,SME,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Inquiry,SW,"Kindly advise about Home Internet: Fiber down / no internet. Location: Stage, Kericho. sasa hivi",Negative,-0.634,High,Resolved,11,56.50,Tech-Fiber,AG-00040,Remote line test; reset ONT/router,2,-69,Low
KECS-20241210-00882,WhatsApp,Nairobi,Westlands,Consumer,Postpaid,Home Internet,Home Internet,Installation delay,Complaint,EN,"Hi KifaruTel, Installation delay on my Home Internet. Location: Westlands, Nairobi.",Negative,-0.737,Medium,Resolved,13,31.83,Tech-Fiber,AG-81595,Scheduled technician visit,3,,Medium
KECS-20240505-00883,WhatsApp,Kisii,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: YouTube Pack (KES 50). niko area ya",Negative,-0.837,Medium,Resolved,54,16.21,Tech-Network,AG-83281,Advised app update and cache clear,3,,Medium
KECS-20240717-00884,Mobile App Chat,Kiambu,Kiambu Town,Consumer,Home Fiber,Voice & SMS,Voice & SMS,Nuisance/silent calls,Complaint,EN,"Hi KifaruTel, Nuisance/silent calls on my Voice & SMS. My number: 7649** (masked).",Negative,-0.683,Low,Resolved,16,13.30,Tech-Network,AG-25191,Logged complaint for follow-up,3,,Low
KECS-20250525-00885,Twitter/X,Kiambu,Githurai,Consumer,Prepaid,Roaming & International,Roaming & International,OTP not received abroad,Complaint,EN,"Hi KifaruTel, OTP not received abroad on my Roaming & International. My number: 0563** (masked).",Neutral,0.314,Medium,Resolved,37,10.80,Care-General,AG-04477,Logged complaint for follow-up,3,,Low
KECS-20250922-00886,WhatsApp,Kisumu,Kondele,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Ringtones/games subscription,Complaint,EN,"Hi KifaruTel, Ringtones/games subscription on my VAS/Subscriptions.",Negative,-0.577,Medium,Pending,21,17.28,Billing,AG-63354,Blocked premium SMS on line,,,Low
KECS-20240730-00887,Retail Shop,Bomet,Home,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Daily 200MB (KES 20). imekataa",Neutral,0.316,Low,Resolved,53,3.89,Tech-Network,AG-94350,Credited bundle; explained validity,3,0,Low
KECS-20250328-00888,WhatsApp,Bomet,Home,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M603692. !!!",Negative,-0.582,High,Resolved,8,63.22,MobileMoney,AG-33490,Raised reversal ticket,3,-34,Low
KECS-20240711-00889,Call Center,Nairobi,Westlands,Consumer,eSIM,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Report Fraud,EN,Please help! Fraud/scam on my line. VAS/Subscriptions: Unwanted premium subscription. Amount KES 5000.,Negative,-0.966,Low,Resolved,5,9.00,Billing,AG-39059,Escalated to content partner,1,,Medium
KECS-20240211-00890,Facebook,Nairobi,Karen,Consumer,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,SW,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 0553** (masked). imekataa",Negative,-0.427,Medium,Resolved,20,130.34,Care-General,AG-48372,Verified KYC documents; updated profile,5,-40,Low
KECS-20240816-00891,Call Center,Kisumu,Kisumu CBD,Consumer,Home 4G Router,Account/App,Account/App,Password reset,Complaint,EN,"Hi KifaruTel, Password reset on my Account/App. My number: 8020** (masked). ??!!!",Negative,-0.673,Low,Resolved,22,24.34,Care-General,AG-94337,Escalated to technical team,1,-89,Low
KECS-20251017-00892,Call Center,Nandi,Market,Consumer,Postpaid,SIM & Registration,SIM & Registration,Number portability,Praise,EN,Great support KifaruTel customer care. SIM & Registration issue ilirekebishwa. My number: 0730** (masked). ??,Positive,0.538,Medium,Escalated,17,41.94,Care-General,AG-73733,Guided PUK unlock,,,Low
KECS-20240916-00893,Call Center,Narok,Home,SME,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. ??",Neutral,0.317,Low,Pending,5,2.19,Billing,AG-00450,Stopped subscription; refunded charges,,,Low
KECS-20251209-00894,SMS/USSD,Isiolo,Home,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M505578. mtanirefund?",Negative,-0.461,High,Resolved,13,5.97,MobileMoney,AG-75418,Checked transaction status; advised retry,2,-11,Low
KECS-20240723-00895,Call Center,Mombasa,Changamwe,SME,Prepaid,Mobile Money,Mobile Money,Till/PayBill not reflecting,Complaint,EN,"Hi KifaruTel, Till/PayBill not reflecting on my Mobile Money. Transaction ref: M163528.",Negative,-0.677,Medium,Resolved,9,12.04,MobileMoney,AG-86268,Checked transaction status; advised retry,2,-75,Medium
KECS-20241006-00896,SMS/USSD,Nairobi,Westlands,Consumer,Postpaid,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,EN,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 0076** (masked).",Negative,-0.807,Medium,Resolved,30,16.86,Tech-Network,AG-80077,Escalated to technical team,2,-65,Medium
KECS-20240720-00897,Call Center,Nyamira,Market,Consumer,Prepaid,Account/App,Account/App,Balance discrepancy,Inquiry,EN,How do I about Account/App: Balance discrepancy. My number: 9120** (masked).,Negative,-0.690,Low,Resolved,3,8.37,Care-General,AG-76988,Reset account credentials,4,-79,Medium
KECS-20240218-00898,Call Center,Kisumu,Ahero,Consumer,Home 4G Router,Home Internet,Home Internet,Fiber down / no internet,Complaint,SW,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Ahero, Kisumu. hii ni noma",Neutral,-0.096,High,Resolved,14,58.97,Tech-Fiber,AG-63602,Remote line test; reset ONT/router,3,,Low
KECS-20250928-00899,Call Center,Kisii,Home,SME,Home Fiber,Voice & SMS,Voice & SMS,Call drops / poor quality,Request Refund/Reversal,SW,Naomba reversal/refund. Voice & SMS: Call drops / poor quality. Amount KES 20. My number: 5848** (masked). sasa hivi,Negative,-0.802,Medium,Pending,3,21.71,Tech-Network,AG-93004,Provided troubleshooting steps,,,Medium
KECS-20240214-00900,Call Center,Nairobi,Embakasi,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M761208.",Negative,-0.201,Medium,Escalated,14,29.16,MobileMoney,AG-57547,Escalated to payments team,,,Medium
KECS-20250220-00901,WhatsApp,Nakuru,Molo,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Social Bundle (KES 100). kwani mbona",Negative,-0.579,Medium,Resolved,12,7.62,Tech-Network,AG-91841,Refreshed data balance; advised restart phone,3,-28,Medium
KECS-20250312-00902,SMS/USSD,Makueni,Stage,Consumer,Prepaid,Roaming & International,Roaming & International,Roaming not working,Complaint,SW,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 6056** (masked). imekwama !!!",Negative,-0.646,Medium,Pending,12,50.30,Care-General,AG-37394,Escalated to technical team,,,Low
KECS-20241012-00903,Call Center,Nyeri,Stage,Enterprise,Home 4G Router,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,Nahitaji kujua about Data Bundles: Data depleted too fast. Bundle: Daily 1GB (KES 50).,Negative,-0.504,Low,Resolved,8,14.90,Tech-Network,AG-02304,Ran network diagnostics; suggested 4G/5G settings,2,-58,Low
KECS-20250204-00904,WhatsApp,Nairobi,Embakasi,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Complaint,SW,"Hi KifaruTel, eSIM setup on my SIM & Registration. My number: 0537** (masked). imekwama",Neutral,-0.140,High,Resolved,4,34.13,Care-General,AG-30970,Verified KYC documents; updated profile,2,-38,Low
KECS-20250127-00905,Twitter/X,Nairobi,Embakasi,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Request Refund/Reversal,SW,Naomba reversal/refund. Mobile Money: Wrong recipient / reversal request. Amount KES 2000. Transaction ref: M649012. nisaidie !!!,Negative,-1.000,Medium,Resolved,21,12.12,MobileMoney,AG-84658,Advised PIN reset,2,,Medium
KECS-20250228-00906,Mobile App Chat,Nakuru,Molo,Consumer,Prepaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Report Fraud,SHENG,Please help! Fraud/scam on my line. Voice & SMS: SMS delayed / not delivered. Amount KES 200. My number: 6586** (masked). si fair,Negative,-0.879,Low,Resolved,6,10.23,Tech-Network,AG-31806,Provided troubleshooting steps,2,,Low
KECS-20240118-00907,WhatsApp,Kitui,Stage,SME,Prepaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,EN,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 7562** (masked). ????",Neutral,0.129,Low,Resolved,7,8.39,Tech-Network,AG-17827,Reset account credentials,5,26,Low
KECS-20240417-00908,Call Center,Kericho,Home,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,SW,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: YouTube Pack (KES 50). sasa hivi ??",Negative,-0.741,Medium,Resolved,14,11.38,Tech-Network,AG-99072,Ran network diagnostics; suggested 4G/5G settings,2,-45,Low
KECS-20241030-00909,Call Center,Kisumu,Ahero,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Request Refund/Reversal,EN,Naomba reversal/refund. Data Bundles: Slow internet / buffering. Amount KES 50. Bundle: Daily 1GB (KES 50).,Negative,-0.686,Medium,Resolved,13,6.72,Tech-Network,AG-43714,Credited bundle; explained validity,1,,Low
KECS-20240323-00910,WhatsApp,Kisumu,Kondele,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,How do I about Data Bundles: Data depleted too fast. Bundle: Daily 200MB (KES 20).,Neutral,-0.297,Medium,Resolved,4,5.74,Tech-Network,AG-74205,Logged coverage complaint for optimization,4,-26,Low
KECS-20251102-00911,Call Center,Meru,Meru Town,Consumer,Prepaid,Home Internet,Home Internet,Router/ONT issue,Report Fraud,EN,"Please help! Fraud/scam on my line. Home Internet: Router/ONT issue. Amount KES 500. Location: Meru Town, Meru.",Neutral,0.178,High,Resolved,12,6.18,Tech-Fiber,AG-49465,Remote line test; reset ONT/router,4,33,Low
