ticket_id,created_at,channel,customer_id,msisdn_masked,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20251015-02815,2025-10-15 23:57:42,Twitter/X,CUST-4433632,2547345****57,Vihiga,Stage,SME,Postpaid,Account/App,Account/App,Airtime top-up failure,Complaint,SW,"Hi KifaruTel, Airtime top-up failure on my Account/App. My number: 2909** (masked). mtanirefund?",Negative,-0.280,Medium,Resolved,22,7.59,Care-General,AG-07493,Reset account credentials,2,,Medium
KECS-20250830-02816,2025-08-30 17:55:45,Call Center,CUST-6681648,2547481****75,Kisumu,Kisumu CBD,Consumer,Home Fiber,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Complaint,EN,"Hi KifaruTel, SIM not registered / SIM swap on my SIM & Registration. My number: 9989** (masked).",Neutral,-0.088,Medium,Resolved,8,18.23,Care-General,AG-33795,Assisted eSIM activation,2,,Low
KECS-20250620-02817,2025-06-20 06:21:15,Mobile App Chat,CUST-1095965,2547670****24,Kiambu,Kiambu Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Inquiry,SHENG,Need clarification about VAS/Subscriptions: Stop SMS/USSD subscription. nimechoka,Neutral,-0.311,Medium,Resolved,12,13.26,Billing,AG-50477,Escalated to content partner,4,71,Low
KECS-20240727-02818,2024-07-27 03:16:46,Web Portal,CUST-6311555,2547309****81,Kiambu,Kiambu Town,Consumer,Prepaid,Account/App,Account/App,Balance discrepancy,Complaint,SW,"Hi KifaruTel, Balance discrepancy on my Account/App. My number: 6941** (masked). imekwama",Negative,-0.627,Medium,Resolved,31,6.80,Care-General,AG-61499,Escalated to technical team,3,-51,Medium
KECS-20251001-02819,2025-10-01 23:04:09,Twitter/X,CUST-5577762,2547685****04,Nairobi,CBD,SME,Home 4G Router,Home Internet,Home Internet,Slow speeds,Complaint,SHENG,"Hi KifaruTel, Slow speeds on my Home Internet. Location: CBD, Nairobi. mbona sasa",Negative,-0.634,Low,Pending,20,22.84,Tech-Fiber,AG-66556,Scheduled technician visit,,,Medium
KECS-20241126-02820,2024-11-26 06:35:32,Web Portal,CUST-1308374,2547140****74,Nakuru,Naivasha,SME,Postpaid,Mobile Money,Mobile Money,Charges dispute,Request Refund/Reversal,SHENG,Naomba reversal/refund. Mobile Money: Charges dispute. Amount KES 200. Transaction ref: M982276. msee,Negative,-0.938,Medium,Resolved,5,11.60,MobileMoney,AG-14600,Checked transaction status; advised retry,3,,Medium
KECS-20250506-02821,2025-05-06 20:51:28,WhatsApp,CUST-1318373,2547413****38,Machakos,Athi River,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Complaint,EN,"Hi KifaruTel, Content service charges on my VAS/Subscriptions.",Negative,-0.617,Low,Pending,25,15.05,Billing,AG-79406,Blocked premium SMS on line,,,Medium
KECS-20241229-02822,2024-12-29 08:14:13,WhatsApp,CUST-2773475,2547841****56,Meru,Meru Town,SME,Pocket WiFi,Data Bundles,Data Bundles,Slow internet / buffering,Report Fraud,EN,Please help! Fraud/scam on my line. Data Bundles: Slow internet / buffering. Amount KES 1000. Bundle: Monthly 10GB (KES 1000).,Negative,-0.774,Low,Resolved,3,6.26,Tech-Network,AG-73266,Logged coverage complaint for optimization,3,,Medium
KECS-20250101-02823,2025-01-01 23:30:27,Mobile App Chat,CUST-7615743,2547562****06,Nakuru,Molo,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Wrong recipient / reversal request. Amount KES 1000. Transaction ref: M649989.,Negative,-0.736,Low,Resolved,12,9.92,MobileMoney,AG-80868,Escalated to payments team,1,,Medium
KECS-20251031-02824,2025-10-31 06:29:37,Web Portal,CUST-6352448,2547273****17,Kakamega,Mumias,Consumer,Home Fiber,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Complaint,SHENG,"Hi KifaruTel, Content service charges on my VAS/Subscriptions. saa hii ...",Negative,-0.513,Medium,Pending,59,17.89,Billing,AG-20241,Stopped subscription; refunded charges,,,Medium
KECS-20250709-02825,2025-07-09 14:39:47,WhatsApp,CUST-0663498,2547485****36,Kilifi,Town,Consumer,Prepaid,Account/App,Account/App,App login/OTP issue,Inquiry,EN,Kindly advise about Account/App: App login/OTP issue. My number: 5285** (masked).,Negative,-0.898,High,Escalated,11,11.37,Care-General,AG-69341,Explained charges and plan details,,,High
KECS-20250317-02826,2025-03-17 03:21:48,WhatsApp,CUST-4818352,2547678****88,Turkana,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M673862. imekwama",Negative,-0.576,High,Resolved,15,79.28,MobileMoney,AG-55033,Blocked suspicious account and guided reporting,2,-23,Medium
KECS-20240428-02827,2024-04-28 13:06:49,Twitter/X,CUST-8292417,2547644****86,Narok,Town,Consumer,Pocket WiFi,Account/App,Account/App,Self-service menu confusion,Complaint,SW,"Hi KifaruTel, Self-service menu confusion on my Account/App. My number: 5127** (masked). imekataa",Neutral,-0.165,Medium,Resolved,17,4.63,Care-General,AG-38455,Provided troubleshooting steps,3,,Low
KECS-20240712-02828,2024-07-12 00:36:51,Call Center,CUST-3011260,2547322****47,Nairobi,Westlands,Consumer,Home 4G Router,Home Internet,Home Internet,Slow speeds,Request Refund/Reversal,EN,"Naomba reversal/refund. Home Internet: Slow speeds. Amount KES 500. Location: Westlands, Nairobi.",Negative,-0.717,Medium,Resolved,14,8.70,Tech-Fiber,AG-21786,Scheduled technician visit,2,,Medium
KECS-20241003-02829,2024-10-03 10:19:05,Twitter/X,CUST-7728272,2547104****17,Kiambu,Ruiru,Consumer,Home 4G Router,Mobile Money,Mobile Money,Wrong recipient / reversal request,Report Fraud,EN,Please help! Fraud/scam on my line. Mobile Money: Wrong recipient / reversal request. Amount KES 2000. Transaction ref: M841720. ...,Negative,-0.723,Medium,Resolved,18,14.24,MobileMoney,AG-51137,Checked transaction status; advised retry,2,-12,Low
KECS-20240229-02830,2024-02-29 13:53:02,Facebook,CUST-5907832,2547999****72,Trans Nzoia,Town,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,SHENG,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Town, Trans Nzoia. nimechoka ??",Negative,-0.677,Medium,Resolved,17,11.86,Tech-Fiber,AG-27446,Raised outage incident; provided ETA,1,,Low
KECS-20241208-02831,2024-12-08 08:05:28,Call Center,CUST-8078364,2547961****48,Kiambu,Githurai,SME,Home 4G Router,Data Bundles,Data Bundles,Night bundle / validity confusion,Complaint,EN,"Hi KifaruTel, Night bundle / validity confusion on my Data Bundles. Bundle: Social Bundle (KES 100). ??",Neutral,-0.040,Medium,Resolved,41,7.11,Tech-Network,AG-69961,Logged coverage complaint for optimization,3,-9,Low
KECS-20250618-02832,2025-06-18 16:38:00,Email,CUST-9906576,2547224****97,Nairobi,Roysambu,SME,Prepaid,Home Internet,Home Internet,Installation delay,Praise,EN,"Mlinisaidia haraka KifaruTel customer care. Home Internet issue ilirekebishwa. Location: Roysambu, Nairobi. ??",Positive,0.606,Medium,Resolved,18,16.37,Tech-Fiber,AG-20218,Raised outage incident; provided ETA,4,81,Low
KECS-20240928-02833,2024-09-28 04:33:01,SMS/USSD,CUST-8832375,2547448****72,Mandera,Market,Enterprise,Prepaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,SW,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 4917** (masked). nisaidie",Neutral,0.208,Low,Resolved,10,1.51,Tech-Network,AG-05469,Reset account credentials,3,-3,Low
KECS-20240904-02834,2024-09-04 06:58:06,SMS/USSD,CUST-5214541,2547394****06,Busia,Stage,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M886414.",Negative,-0.082,High,Resolved,30,6.92,MobileMoney,AG-44266,Advised PIN reset,2,,Medium
KECS-20240712-02835,2024-07-12 20:22:40,SMS/USSD,CUST-3774949,2547068****93,Homa Bay,Home,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M534750. mko wapi",Negative,-0.662,High,Pending,25,14.66,MobileMoney,AG-57312,Raised reversal ticket,,,Medium
KECS-20240610-02836,2024-06-10 04:24:44,SMS/USSD,CUST-0161069,2547071****76,Kiambu,Kiambu Town,SME,Prepaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Complaint,EN,"Hi KifaruTel, Shortcode/USSD not working on my Voice & SMS. My number: 9057** (masked).",Negative,-0.680,High,Resolved,14,11.33,Tech-Network,AG-02959,Logged complaint for follow-up,2,,Low
KECS-20250119-02837,2025-01-19 21:25:22,Call Center,CUST-3366879,2547457****54,Laikipia,Town,SME,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Daily 200MB (KES 20).",Negative,-0.480,Low,Resolved,20,11.05,Tech-Network,AG-60502,Logged coverage complaint for optimization,2,,Medium
KECS-20250823-02838,2025-08-23 21:47:09,Mobile App Chat,CUST-4881568,2547705****37,Laikipia,Market,SME,Postpaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M544849. hii ni noma",Negative,-0.493,High,Resolved,14,26.94,MobileMoney,AG-07843,Advised PIN reset,2,,Medium
KECS-20240220-02839,2024-02-20 04:37:19,Call Center,CUST-1517782,2547799****94,Taita Taveta,Stage,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Ringtones/games subscription,Complaint,EN,"Hi KifaruTel, Ringtones/games subscription on my VAS/Subscriptions. ??",Negative,-0.759,Medium,Resolved,12,74.29,Billing,AG-58351,Stopped subscription; educated on opt-in,3,,Medium
KECS-20251101-02840,2025-11-01 19:39:53,WhatsApp,CUST-2738970,2547235****24,Kiambu,Juja,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: TikTok Pack (KES 50).",Negative,-0.784,Medium,Resolved,7,9.54,Tech-Network,AG-83249,Advised app update and cache clear,4,-47,Medium
KECS-20250811-02841,2025-08-11 13:54:14,Call Center,CUST-7505478,2547038****44,Isiolo,Home,Consumer,Home 4G Router,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,EN,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Night 2GB (KES 100).",Neutral,0.277,Medium,Resolved,9,16.16,Tech-Network,AG-16062,Refreshed data balance; advised restart phone,4,-15,Low
KECS-20240109-02842,2024-01-09 16:39:54,Mobile App Chat,CUST-5473653,2547056****52,Makueni,Home,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M174141. ??!!!",Negative,-0.791,Medium,Escalated,32,59.01,MobileMoney,AG-19694,Raised reversal ticket,,,Medium
KECS-20250204-02843,2025-02-04 06:51:28,Call Center,CUST-7965408,2547515****88,West Pokot,Home,Consumer,Prepaid,Home Internet,Home Internet,Slow speeds,Complaint,SW,"Hi KifaruTel, Slow speeds on my Home Internet. Location: Home, West Pokot. nisaidie",Negative,-0.476,High,Resolved,19,33.84,Tech-Fiber,AG-42359,Remote line test; reset ONT/router,4,,Low
KECS-20250226-02844,2025-02-26 06:31:41,WhatsApp,CUST-4330319,2547837****84,Meru,Meru Town,SME,eSIM,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Complaint,EN,"Hi KifaruTel, Content service charges on my VAS/Subscriptions.",Neutral,0.061,Low,Escalated,17,5.89,Billing,AG-87612,Stopped subscription; refunded charges,,,Low
KECS-20240924-02845,2024-09-24 23:11:30,Twitter/X,CUST-6862459,2547284****86,Kiambu,Kiambu Town,Consumer,Prepaid,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,SW,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 1579** (masked). niko area ya ...",Neutral,-0.156,Low,Escalated,10,39.66,Tech-Network,AG-80390,Reset account credentials,,,Low
KECS-20250106-02846,2025-01-06 04:04:33,Email,CUST-4001254,2547386****26,Homa Bay,Market,Consumer,Prepaid,Account/App,Account/App,Balance discrepancy,Inquiry,EN,Nauliza tu about Account/App: Balance discrepancy. My number: 1104** (masked).,Neutral,-0.588,Low,Resolved,17,0.91,Care-General,AG-46057,Explained charges and plan details,3,-12,Low
KECS-20240811-02847,2024-08-11 16:51:49,Twitter/X,CUST-7574310,2547002****37,Makueni,Stage,Enterprise,Prepaid,Voice & SMS,Voice & SMS,Nuisance/silent calls,Inquiry,SW,Nauliza tu about Voice & SMS: Nuisance/silent calls. My number: 2746** (masked). imekataa,Negative,-0.345,Low,Pending,28,6.19,Tech-Network,AG-49660,Provided troubleshooting steps,,,Medium
KECS-20250519-02848,2025-05-19 04:17:19,WhatsApp,CUST-3076375,2547121****01,Kiambu,Thika,SME,Prepaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Complaint,EN,"Hi KifaruTel, Shortcode/USSD not working on my Voice & SMS. My number: 4077** (masked). ??",Negative,-0.415,Medium,Resolved,12,13.82,Tech-Network,AG-66250,Provided troubleshooting steps,1,-65,Medium
KECS-20240331-02849,2024-03-31 04:03:58,WhatsApp,CUST-1065686,2547215****36,Uasin Gishu,Moiben,Consumer,Prepaid,Voice & SMS,Voice & SMS,Unwanted promo SMS,Complaint,SW,"Hi KifaruTel, Unwanted promo SMS on my Voice & SMS. My number: 1748** (masked). imekwama !!!",Negative,-0.832,Medium,Resolved,12,14.22,Tech-Network,AG-18954,Explained charges and plan details,4,,Medium
KECS-20240306-02850,2024-03-06 01:00:29,Call Center,CUST-1079425,2547986****58,Trans Nzoia,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Inquiry,EN,Need clarification about Data Bundles: Night bundle / validity confusion. Bundle: Monthly 10GB (KES 1000).,Neutral,0.146,Medium,Resolved,2,16.18,Tech-Network,AG-16084,Advised app update and cache clear,2,-29,Low
KECS-20241127-02851,2024-11-27 06:27:54,WhatsApp,CUST-1765329,2547395****00,Nandi,Town,Consumer,Pocket WiFi,Data Bundles,Data Bundles,Slow internet / buffering,Report Fraud,SW,Please help! Fraud/scam on my line. Data Bundles: Slow internet / buffering. Amount KES 100. Bundle: Night 2GB (KES 100). mko wapi,Neutral,-0.153,Low,Resolved,8,2.82,Tech-Network,AG-73285,Advised app update and cache clear,4,,Low
KECS-20251202-02852,2025-12-02 18:11:32,Email,CUST-6761719,2547340****44,Kilifi,Town,SME,Postpaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,EN,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Social Bundle (KES 100).",Neutral,-0.303,Medium,Pending,27,96.67,Tech-Network,AG-06042,Credited bundle; explained validity,,,Low
KECS-20250228-02853,2025-02-28 01:46:11,Mobile App Chat,CUST-1310097,2547765****10,Kisii,Home,Consumer,Prepaid,Account/App,Account/App,Balance discrepancy,Complaint,SHENG,"Hi KifaruTel, Balance discrepancy on my Account/App. My number: 9925** (masked). hii vitu",Negative,-0.942,Low,Resolved,10,1.26,Care-General,AG-42247,Reset account credentials,2,-16,Medium
KECS-20240929-02854,2024-09-29 11:33:48,Call Center,CUST-9206245,2547809****52,Kiambu,Githurai,Consumer,Postpaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,EN,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Weekly 5GB (KES 200).",Negative,-0.491,Medium,Resolved,12,25.09,Tech-Network,AG-18056,Ran network diagnostics; suggested 4G/5G settings,5,16,Medium
KECS-20240305-02855,2024-03-05 21:06:56,WhatsApp,CUST-0861052,2547920****15,Marsabit,Town,SME,eSIM,Voice & SMS,Voice & SMS,Unwanted promo SMS,Report Fraud,EN,Please help! Fraud/scam on my line. Voice & SMS: Unwanted promo SMS. Amount KES 1000. My number: 4431** (masked).,Negative,-0.765,Low,Pending,5,8.34,Tech-Network,AG-90566,Escalated to technical team,,,Medium
KECS-20240302-02856,2024-03-02 08:52:24,Facebook,CUST-2949040,2547835****82,Murang'a,Stage,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M586897. ??",Negative,-0.858,High,Resolved,29,10.73,MobileMoney,AG-82283,Escalated to payments team,2,-10,Low
KECS-20250822-02857,2025-08-22 06:34:40,Call Center,CUST-0210446,2547412****63,Murang'a,Stage,Consumer,Home Fiber,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,SW,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 1691** (masked). tafadhali ??",Negative,-0.672,Medium,Resolved,6,30.64,Tech-Network,AG-37816,Explained charges and plan details,1,-45,Low
KECS-20240206-02858,2024-02-06 18:04:24,Twitter/X,CUST-9896392,2547921****56,Meru,Meru Town,Consumer,Home 4G Router,Mobile Money,Mobile Money,Agent/float issue,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Agent/float issue. Amount KES 2000. Transaction ref: M247216.,Neutral,0.040,Low,Escalated,22,18.45,MobileMoney,AG-20460,Raised reversal ticket,,,Low
KECS-20250709-02859,2025-07-09 01:40:44,Email,CUST-8591565,2547973****04,Nakuru,Molo,Consumer,Home Fiber,VAS/Subscriptions,VAS/Subscriptions,Ringtones/games subscription,Complaint,EN,"Hi KifaruTel, Ringtones/games subscription on my VAS/Subscriptions. ??",Neutral,0.203,Low,Pending,21,8.57,Billing,AG-46768,Escalated to content partner,,,Low
KECS-20241116-02860,2024-11-16 13:51:39,Twitter/X,CUST-0657692,2547172****57,Makueni,Home,Enterprise,Pocket WiFi,Home Internet,Home Internet,Router/ONT issue,Inquiry,EN,"Nahitaji kujua about Home Internet: Router/ONT issue. Location: Home, Makueni.",Neutral,-0.052,Low,Resolved,15,12.82,Tech-Fiber,AG-75729,Raised outage incident; provided ETA,3,,Low
KECS-20240110-02861,2024-01-10 15:10:52,WhatsApp,CUST-0121695,2547673****97,Kisumu,Kondele,Consumer,Prepaid,Home Internet,Home Internet,Router/ONT issue,Inquiry,EN,"Nauliza tu about Home Internet: Router/ONT issue. Location: Kondele, Kisumu. !!!",Neutral,0.262,High,Resolved,12,17.03,Tech-Fiber,AG-91554,Scheduled technician visit,4,,Low
KECS-20251221-02862,2025-12-21 01:21:14,Call Center,CUST-5632733,2547626****94,Nyeri,Home,Consumer,Postpaid,Mobile Money,Mobile Money,PIN reset / locked account,Request Refund/Reversal,SW,Naomba reversal/refund. Mobile Money: PIN reset / locked account. Amount KES 20. Transaction ref: M546644. hii ni noma,Negative,-0.810,Low,Pending,17,12.86,MobileMoney,AG-74228,Raised reversal ticket,,,Low
KECS-20250424-02863,2025-04-24 17:44:27,Retail Shop,CUST-0050702,2547022****24,Wajir,Town,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M600922. imepotea ??",Negative,-0.781,High,Escalated,30,79.13,MobileMoney,AG-12049,Raised reversal ticket,,,Low
KECS-20251022-02864,2025-10-22 19:00:56,Call Center,CUST-1593576,2547943****07,Marsabit,Home,Consumer,Prepaid,Device Financing,Device Financing,Installment payment issue,Complaint,EN,"Hi KifaruTel, Installment payment issue on my Device Financing. !!!",Negative,-0.395,Medium,Resolved,21,18.99,Billing,AG-80596,Logged complaint for follow-up,1,,Medium
KECS-20250727-02865,2025-07-27 11:20:28,Call Center,CUST-2440764,2547689****14,Nairobi,Embakasi,Consumer,Pocket WiFi,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,SHENG,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 6076** (masked). hii vitu",Negative,-0.111,Medium,Resolved,5,26.17,Tech-Network,AG-58720,Provided troubleshooting steps,3,,Medium
KECS-20250523-02866,2025-05-23 18:30:34,Mobile App Chat,CUST-6152366,2547436****33,Nakuru,Molo,Consumer,Postpaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,SHENG,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Weekly 5GB (KES 200). maze",Negative,-0.908,Low,Resolved,11,6.99,Tech-Network,AG-93671,Refreshed data balance; advised restart phone,4,,Low
KECS-20250606-02867,2025-06-06 02:09:23,Call Center,CUST-5445304,2547221****11,Nairobi,Westlands,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Praise,SW,Mlinisaidia haraka KifaruTel customer care. VAS/Subscriptions issue ilirekebishwa. kwani mbona,Positive,0.522,Medium,Resolved,10,2.62,Billing,AG-35170,Escalated to content partner,5,28,Low
KECS-20240606-02868,2024-06-06 07:42:17,Twitter/X,CUST-7268041,2547001****60,Nairobi,Kilimani,Consumer,Home Fiber,Account/App,Account/App,Self-service menu confusion,Praise,SW,Asante sana KifaruTel customer care. Account/App issue ilirekebishwa. My number: 2557** (masked). imekataa,Positive,0.709,Low,Resolved,20,6.90,Care-General,AG-92712,Explained charges and plan details,5,97,Low
KECS-20240106-02869,2024-01-06 21:15:09,Email,CUST-9939791,2547394****23,Vihiga,Market,Consumer,Home Fiber,Mobile Money,Mobile Money,Charges dispute,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Charges dispute. Amount KES 10. Transaction ref: M763750.,Negative,-0.595,Medium,Escalated,32,37.29,MobileMoney,AG-28717,Advised PIN reset,,,Medium
KECS-20250920-02870,2025-09-20 04:59:17,Twitter/X,CUST-9859023,2547679****30,Vihiga,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Inquiry,SHENG,Nahitaji kujua about Data Bundles: Bundle not activated. Bundle: Daily 200MB (KES 20). si poa,Negative,-0.426,Low,Escalated,16,34.51,Tech-Network,AG-73939,Advised app update and cache clear,,,Medium
KECS-20240129-02871,2024-01-29 03:03:26,Call Center,CUST-1841406,2547483****59,Narok,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Billing for data,Request Refund/Reversal,SW,Naomba reversal/refund. Data Bundles: Billing for data. Amount KES 100. Bundle: Social Bundle (KES 100). imekwama,Negative,-0.406,Medium,Pending,23,12.72,Tech-Network,AG-89378,Advised app update and cache clear,,,Medium
KECS-20250203-02872,2025-02-03 00:00:05,Call Center,CUST-3846059,2547716****99,Kiambu,Kiambu Town,Consumer,Postpaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Monthly 10GB (KES 1000). ??",Negative,-0.687,Low,Pending,14,4.25,Tech-Network,AG-96455,Credited bundle; explained validity,,,Medium
KECS-20240619-02873,2024-06-19 01:17:46,WhatsApp,CUST-3974011,2547409****77,Mandera,Market,Consumer,Pocket WiFi,Account/App,Account/App,Password reset,Inquiry,EN,Nauliza tu about Account/App: Password reset. My number: 9166** (masked). !!!,Negative,-0.299,Medium,Resolved,12,16.42,Care-General,AG-19601,Logged complaint for follow-up,2,,Medium
KECS-20251113-02874,2025-11-13 02:55:06,Twitter/X,CUST-7587084,2547519****65,Nakuru,Molo,Consumer,Prepaid,Mobile Money,Mobile Money,Till/PayBill not reflecting,Praise,EN,Great support KifaruTel customer care. Mobile Money issue ilirekebishwa. Transaction ref: M108067. ??...,Positive,0.411,Medium,Resolved,15,15.70,MobileMoney,AG-93165,Raised reversal ticket,5,59,Low
KECS-20240531-02875,2024-05-31 20:46:39,WhatsApp,CUST-4955751,2547757****21,Nyeri,Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,SW,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. imekwama ??",Negative,-0.574,Medium,Resolved,9,19.06,Billing,AG-48294,Blocked premium SMS on line,4,-14,Medium
KECS-20241104-02876,2024-11-04 12:57:21,Call Center,CUST-5564677,2547492****93,Nyeri,Home,Consumer,Home Fiber,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Inquiry,SW,Need clarification about Voice & SMS: SMS delayed / not delivered. My number: 3417** (masked). imekwama,Negative,-0.472,Medium,Resolved,14,4.70,Tech-Network,AG-36358,Provided troubleshooting steps,1,-21,Medium
KECS-20250723-02877,2025-07-23 04:54:06,Retail Shop,CUST-8412736,2547547****54,Embu,Market,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Monthly 10GB (KES 1000).",Negative,-0.652,Medium,Resolved,28,43.53,Tech-Network,AG-25870,Ran network diagnostics; suggested 4G/5G settings,3,,Medium
KECS-20240615-02878,2024-06-15 11:09:48,WhatsApp,CUST-4928511,2547171****66,Nairobi,Kasarani,Consumer,Postpaid,Mobile Money,Mobile Money,Fraud / scam report,Inquiry,SW,Nahitaji kujua about Mobile Money: Fraud / scam report. Transaction ref: M533421. imekwama,Negative,-0.373,Medium,Resolved,12,7.65,MobileMoney,AG-24785,Advised PIN reset,2,-59,Medium
KECS-20250807-02879,2025-08-07 12:51:00,Call Center,CUST-2476489,2547455****28,Machakos,Athi River,Consumer,Postpaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Kindly advise about Mobile Money: Transaction failed / delayed. Transaction ref: M750054.,Negative,-0.307,Medium,Pending,19,29.07,MobileMoney,AG-45416,Checked transaction status; advised retry,,,Medium
KECS-20250918-02880,2025-09-18 13:34:33,WhatsApp,CUST-9456878,2547077****03,Nairobi,Roysambu,Consumer,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M488677. !!!",Neutral,0.359,Low,Resolved,3,11.15,MobileMoney,AG-25853,Advised PIN reset,2,,Low
KECS-20250929-02881,2025-09-29 08:34:09,Call Center,CUST-7192957,2547470****60,Kajiado,Kajiado Town,Consumer,Home 4G Router,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Request Refund/Reversal,EN,Naomba reversal/refund. Data Bundles: Coverage/4G/5G unavailable. Amount KES 100. Bundle: Social Bundle (KES 100).,Neutral,0.048,Medium,Resolved,10,21.40,Tech-Network,AG-60897,Logged coverage complaint for optimization,4,,Low
KECS-20240211-02882,2024-02-11 19:22:58,Email,CUST-9291693,2547575****24,Nyeri,Town,Consumer,Pocket WiFi,Home Internet,Home Internet,Installation delay,Complaint,EN,"Hi KifaruTel, Installation delay on my Home Internet. Location: Town, Nyeri.",Negative,-0.354,High,Pending,15,60.45,Tech-Fiber,AG-41039,Raised outage incident; provided ETA,,,High
KECS-20250614-02883,2025-06-14 16:59:36,Twitter/X,CUST-7611293,2547295****98,Uasin Gishu,Eldoret,Consumer,Home 4G Router,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M327037.",Neutral,0.091,Low,Resolved,8,3.88,MobileMoney,AG-72560,Escalated to payments team,3,44,Low
